URL,channelTitle,commentCount,description,duration,id,kind,likeCount,publishedAT,tags,videoTitle,viewCount
https://www.youtube.com/watch?v=tVUIcAanm3c,Artech - أرتك,111,"التكنولوجي مش موبايلات بس، الموضوع أكبر من كده بكتير، وده اللي هنناقشه في قناتنا ARTech باختصار هنناقش THE ART OF TECH ..
ترايلر قناة Artech
قنوات عرب هاردوير:
https://bit.ly/3BAmBZD
➖➖➖➖➖➖➖➖➖➖
تابع #ARTech ? علي:
? YouTube: https://bit.ly/TheArtofTech
? Facebook: http://bit.ly/Artech0

تابع #ArGamez ? علي:
? YouTube: https://bit.ly/ARGAMEZ

تابع #ArabHardware ?️ علي:
? YouTube: https://bit.ly/ArabHardware
? Tiktok: https://bit.ly/araBHardware
? Facebook: https://bit.ly/Arabhardware
? Twitter: https://bit.ly/arabhardware
? Instagram: https://www.instagram.com/arabhardware/
? Website: https://arabhardware.net",00:01:24,tVUIcAanm3c,youtube#video,2012,2019-02-22 13:00:18,"['Artech', 'تكنولوجي', 'the art of tech', 'هواتف', 'موبايلات', 'تقنية', 'تكنولوجيا', 'ARABHARDWARE', 'mwc2019', 'mwc 2019', 'فن التقنية', 'فن التكنولوجي', 'اليكسا', 'alexa', 'ARTech', 'قناة ARTech', 'ARTech Arabhardware', 'اسأل اليكسا', 'الذكاء الاصطناعي اليكسا', 'عرب هاردوير', 'اليكسا ايكو', 'amazon alexa', 'smart home', 'آرتيك']",ARTech | ليه كل الموبايلات شبه بعض؟! ? THE ART OF TECH,87233
https://www.youtube.com/watch?v=0MgjIZ5G7m4,Artech - أرتك,48,"أيهما أفضل في فئة الهواتف القابلة للطي: 
Huawei Mate X أم Samsung Galaxy Fold ؟
إليك الإجابة من خلال رحلتنا لمعرض MWC في أسبانيا.

➖➖➖➖➖➖➖➖➖➖
تابع #ARTech ? علي:
? YouTube: https://bit.ly/TheArtofTech
? Facebook: http://bit.ly/Artech0

تابع #ArGamez ? علي:
? YouTube: https://bit.ly/ARGAMEZ

تابع #ArabHardware ?️ علي:
? YouTube: https://bit.ly/ArabHardware
? Tiktok: https://bit.ly/araBHardware
? Facebook: https://bit.ly/Arabhardware
? Twitter: https://bit.ly/arabhardware
? Instagram: https://bit.ly/ArabInsta
? Website: https://arabhardware.net",00:03:52,0MgjIZ5G7m4,youtube#video,1185,2019-02-25 10:46:30,"['ARTech', 'قناة ARTech', 'The ART of Tech', 'samsung galaxy s10', 'samsung galaxy fold', 'samsung galaxy s10 plus', 'samsung galaxy s10 unboxing', 'samsung galaxy s10 vs huawei mate 20 pro', 'galaxy fold unboxing', 'galaxy fold hands on', 'galaxy fold', 'galaxy fold review', 'جالاكسي فولد', 'هاتف Galaxy Fold', 'هاتف Huawei Mate X', 'huawei mate x', 'huawei mate x price', 'huawei mate x ad', 'Huawei MWC', 'MWC 2019', 'galaxy fold vs mate x', 'مقارنة الهواتف القابلة للطي', 'الهواتف القابلة للطي']",الهواتف القابلة للطي | Galaxy Fold ? Mate X | لمن يكون التفوق؟,21344
https://www.youtube.com/watch?v=atQlcBQcsUg,Artech - أرتك,60,"تجربة هاتف #Huawei_Mate X | أول #هاتف_قابل_للطي من Huawei  خلال معرض #MWC في إسبانيا

➖➖➖➖➖➖➖➖➖➖
تابع #ARTech ? علي:
? YouTube: https://bit.ly/TheArtofTech
? Facebook: http://bit.ly/Artech0

تابع #ArGamez ? علي:
? YouTube: https://bit.ly/ARGAMEZ

تابع #ArabHardware ?️ علي:
? YouTube: https://bit.ly/ArabHardware
? Tiktok: https://bit.ly/araBHardware
? Facebook: https://bit.ly/Arabhardware
? Twitter: https://bit.ly/arabhardware
? Instagram: https://www.instagram.com/arabhardware/
? Website: https://www.arabhardware.net",00:01:45,atQlcBQcsUg,youtube#video,2693,2019-02-25 21:56:35,"['ARTech', 'Huawei Mate X', 'تجربة حصرية لهاتف Huawei Mate X', 'هواوي ميت اكس', 'huawei mate x', 'huawei matex', 'huawei mate x official video', 'huawei mate x review', 'huawei mate x ad', 'huawei mate x vs samsung fold', 'هاتف Huawei Mate X', 'مراجعة هاتف Huawei Mate X', 'مراجعة هاتف huawei mate x', 'mate x', 'huawei', 'هواوي', 'ميت اكس', 'هواوي ميت x', 'huawei mate', 'huawei mate x unboxing', 'huawei foldable phone', 'هواوي ميت', 'هاتف huawei mate x', 'هاتف قابل للطي']",تجربة هاتف Huawei Mate X  القابل للطي | لأول مرة | تجربة حصرية ?,77409
https://www.youtube.com/watch?v=6cP2DJY0r6U,Artech - أرتك,52,"ملخص سريع لمؤتمر #شاومي و #نوكيا من ضمن معرض #MWC19 .. اللي أطلقوا فيهم Nokia 9 PureView بخمس كاميرات .. وهواتف Xiaomi Mi Mix 3 و شاومي مي 9 الجديدة !!
➖➖➖➖➖➖➖➖➖➖
تابع #ARTech ? علي:
? YouTube: https://bit.ly/TheArtofTech
? Facebook: http://bit.ly/Artech0

تابع #ArGamez ? علي:
? YouTube: https://bit.ly/ARGAMEZ

تابع #ArabHardware ?️ علي:
? YouTube: https://bit.ly/ArabHardware
? Tiktok: https://bit.ly/araBHardware
? Facebook: https://bit.ly/Arabhardware
? Twitter: https://bit.ly/arabhardware
? Instagram: https://www.instagram.com/arabhardware/
? Website: https://www.arabhardware.net",00:03:22,6cP2DJY0r6U,youtube#video,973,2019-02-26 19:04:33,"['ARTech', 'mwc 2019', 'mwc 2019 xiaomi', 'شاومي', 'شاومي مي 9', 'شاومي مي 9 لايت', 'شاومي مي 9 في معرض MWC', 'شاومي في MWC', 'Xioami MWC', 'Xiaomi MI Mix 3 5G', 'شاومي 5G', 'nokia 9 pureview camera test', 'nokia 9 pureview review', 'نوكيا 9 بيور فيو', 'شاومي مي ميكس 3', 'مواصفات شاومي مي 9', 'هاتف شاومي مي 9', 'سعر شاومي مي 9', 'شاومي الجديد', 'موبايل شاومي', 'هاتف شاومي الجديد', 'nokia', 'mwc', 'nokia 9 pureview unboxing', 'nokia 9 camera', 'xiaomi', 'سعر شاومي', 'xiaomi mi 9', 'مميزات هاتف شاومي مي 9', 'شاومي mi 9']",إطلاق هاتف Nokia 9 PureView  | ? وشاومي ترد ب Xiaomi Mi 9 و Mi Mix 3,8393
https://www.youtube.com/watch?v=oXeggq05P-I&t=3s,Artech - أرتك,16,"أغرب متجات شركة Nubia من معرض MWC 2019
الساعة القابلة للطي وهي : Nubia Alpha و هاتف Nubia X
➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #هاردوير #ألعاب #جيمنج #AH_Live
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:02:31,oXeggq05P-I,youtube#video,800,2019-02-27 18:01:14,"['ARTech', 'Arabhardware', 'nubia alpha smart watch', 'nubia alpha unboxing', 'nubia alpha watch', 'nubia alpha release date', 'nubia alpha', 'نوبيا الفا', 'ساعة نوبيا', 'معرض MWC', 'معرض MWC 2019', ""معرض MWC'19""]",ساعة ولا موبايل ؟! | أغرب منتجات NUBIA من MWC,7858
https://www.youtube.com/watch?v=uPZ87MJ83bQ,Artech - أرتك,44,"تجربتنا لنظارات HoloLens 2 من معرض #MWC2019
شاهد بقية فيديوهات تغطية معرض MWC 2019: 
https://goo.gl/YDU7vr
➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #جيمنج #ARTech
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:04:20,uPZ87MJ83bQ,youtube#video,1350,2019-03-03 15:17:21,"['ARTech', 'hololens 2', 'hololens 2 review', 'hololens 2 unboxing', 'hololens 2 demo', 'hololens 2 trailer', 'نظارات HoloLens', 'ar vs vr', 'ar vs vr 2018', 'HoloLens 2', 'هولوجرام', 'هولوجرام دبي', 'هولوجرام مصر', 'هولوجرام 7d', 'هولولينس', 'نظارة هولولينس', 'هوميدو نظارة الواقع الافتراضي', 'نظارات الواقع الافتراضي في مصر', 'نظارات الواقع الافتراضي', 'نظارات الواقع المعزز', 'augmented reality', 'mixed reality', 'نظارات الواقع الافتراضي 2018', 'MWC 2019', 'mwc 2019 microsoft', 'mwc 2019 hololens 2']",نظارات الرجل الحديدي ? HoloLens 2,12435
https://www.youtube.com/watch?v=KWqQwTHdYNU,Artech - أرتك,64,"ما هو الجيل الخامس ؟ متى يمكن أن يتوفر في الدول العربية وتحديدًا السعودية ومصر والإمارات؟! هل تشتري هاتف يدعم شبكة اتصال الجيل الخامس 5G من الآن؟!
إليك إجابة كل أسئلتك عن شبكات الجيل الخامس 5G
➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #ARTech #MWC19
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:04:55,KWqQwTHdYNU,youtube#video,1074,2019-03-05 14:09:02,"['ARTech', 'شبكة الجيل الخامس', 'شبكة الجيل الخامس 5g', 'ما هي شبكة الجيل الخامس', 'انترنت', '5g', '5G', '5 generation', '5g technology', '5g شرح', '5g mobile', '5g vs 4g', '5g network', '5g vs lte', '5g vs 4g speed test', 'شبكة اتصالات الجيل الخامس', 'تمكين شبكة الجيل الخامس', 'شبكات 5g', 'شبكات الجيل الخامس', 'تقنية 5g', 'الجيل الخامس', 'شبكات 5g للهاتف', '5g في السعودية', 'اخبار الجيل الخامس', 'ما هو الجيل الخامس', '5G في مصر', '5g فيصل السيف', '5g في السعودية زين', '5g في قطر', '5g في الكويت', 'تقنية 5g في السعودية']",شبكات الجيل الخامس 5G : سؤال وجواب (2019),13076
https://www.youtube.com/watch?v=JYTYnaQQMBQ,Artech - أرتك,35,"تجربتنا للجيل الجديد من نظارات الواقع الافتراضي HTC Vive VR ..

➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #ARTech #MWC19
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:05:28,JYTYnaQQMBQ,youtube#video,916,2019-03-05 21:06:54,"['ARTech', 'MWC 19', 'mwc 2019', 'معرض mwc 2019', 'معرض mwc', 'mwc 2018 معرض', 'mwc barcelona', 'mwc 2019 xiaomi', 'mwc 2019 nokia', 'mwc 2019 sony', 'mwc 2019 oppo', 'mwc 2019 live', 'معرض Mobile World Congress', 'htc vive', 'htc vive pro', 'نظارات الواقع الافتراضي htc', 'نظارات الواقع الافتراضي htc vive', 'نظارات الواقع الافتراضي 2018', 'نظارات الواقع الافتراضي 2019', 'نظارات htc vive']",صراع الإنسان والجودزيلا | HTC VIVE,7143
https://www.youtube.com/watch?v=gC6RDD9MIm4,Artech - أرتك,132,"تجربة حصرية لفريق قناة ARTech من دبي للهاتف القابل للطي الأول من هواوي Huawei Mate X أول هاتف يدعم شبكة اتصال الجيل الخامس 5G - بسعر 2600$
➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #هاردوير #ألعاب #جيمنج #AH_Live
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:04:43,gC6RDD9MIm4,youtube#video,2783,2019-03-06 19:23:51,"['ARTech', 'PUBG Mobile', 'Huawei Mate X', 'هواوي ميت اكس', 'Huawei Mate X Mobile', 'هاتف هواوي ميت اكس', 'PUBG Huawei Mate X', 'Glory of Kings Huawei Mate X', 'PUBG Mobile Huawei Mate X', 'هواوي ميت', 'جوال ينطوي', 'جوال قابل للطي', 'هاتف قابل للطي', 'Huawei', 'Mate X', 'foldable', 'هواوي', 'جوال مطوي', 'قابل للطي', 'هاتف هواوي قابل للطي', 'هاتف هواوي مطوي', '5G', 'هواوي ميت X']",لعبت PUBG Mobile على Huawei Mate X ? أغلى هاتف في العالم,58765
https://www.youtube.com/watch?v=rVTkE-fwaVM,Artech - أرتك,40,"خلال معرض MWC 2019 ، قمنا بزيارة جناح LG وقمنا بمعاينة سريعة
لهاتفي LG V50 ThinQ & G8 ThinQ 
➖➖➖➖➖➖➖➖➖➖
تابعنا على السوشيال ميديا: 
#تقنية #هاردوير #ألعاب #جيمنج #AH_Live
تابعنا على السوشيال ميديا: 
? https://www.youtube.com/user/ahardware
? https://www.youtube.com/ArabhardwareLive
? https://www.twitch.tv/arabhardwarelive
? https://facebook.com/arabhardware
? https://twitter.com/arabhardware 
? https://instagram.com/arabhardware
? http://www.arabhardware.net
?️ https://soundcloud.com/arabhardware",00:04:21,rVTkE-fwaVM,youtube#video,1300,2019-03-08 14:14:31,"['ARTech', 'LG G8 ThinQ', 'LG V50 ThinQ', 'هاتف LG', 'معرض MWC', 'معرض MWC 2019', 'هواتف LG الجديدة', 'هاتف LG G8 Thinq', 'تغطية معرض MWC 2019']",إبداع LG في #MWC19,15230
